price,Location,Floor,Bathroom,Bedroom,Land,Road Size,Land Mark,url,182.25
370000000,"Gyaneshwar, Dillibazar",3,5,5,9583,13,,https://hamrobazaar.com/for-sale-house/bungalow-house-on-sale-at-kalanki-kathmandu-in-kathmandu/d8830a404e1a452db2697a9304c1f399,
170000000,"Ekantakuna-Tikabhairab Road, Nakhu Bajar, Nakhu",3,0,0,9240.75,13,,https://hamrobazaar.com/for-sale-house/beautiful-lavish-residential-house-for-sale-in-nepal/20d70d20b0bd49a6b728a360e2f2fe95,
155000000,Lalitpur > Bhaisepati / Sainbu,25,,,9240.75,13,Near bhaisipati chowk,https://hamrobazaar.com/for-sale-house/chauni-ma-1-ropani-jagga-ma-sadey-2-talla-jagga-in-kathmandu/2c621047579d4129b4bc3476465e465a,
105000000,Kathmandu > Budhanilkantha,2,4,5,8898.5,13,,https://hamrobazaar.com/for-sale-house/siddartha-colony-rosevilla-homes-in-kathmandu/6a0e320427ae486fb83996b8f1f882f8,
160000000,Khadkagaon,3,7,6,8898.5,13,,https://hamrobazaar.com/for-sale-house/imadol-tikathali-bojeypokhari-in-nepal/fba7f47e4de4416aba85cf535ffd2428,
12500000,"Tharlam Gompa road, Sundar Tol, Baudha",3,3,6,8556.25,8,Bouddha Naya Basti,https://hamrobazaar.com/for-sale-house/35-storey-house-in-nepal/0728a6b412e048228f2fecb89562cc6a,
16000000,"Thapathali Marg, थापाथली",25,2,12,8556.25,12,Bouddha Jorapati Kathmandu,https://hamrobazaar.com/for-sale-house/imadol-shital-height-new-millennium-school-in-nepal/4fdc9a32c9644cc0a890f3748a4a54b0,
17000000,"Tharlam Gompa road, सुन्दर टोल, Baudha",3,3,11,8556.25,13,Bouddha Jorapati Kathmandu,https://hamrobazaar.com/for-sale-house/imadol-gwarko-kist-hospital-najeek-in-nepal/f7ef4b5309444b4e91570818fc0147d6,
27500000,Banasthali,3,3,5,8556.25,13,"Ringroad, School, Hospital, Supermarket",https://hamrobazaar.com/for-sale-house/imadol-shital-height-shree-colony-in-nepal/0a26d9262e4648978e9ba01ec634fa78,
13000000,"Kumari Marga, Kumaripati, Itapukhu",3,4,12,8556.25,13,,https://hamrobazaar.com/for-sale-house/house-for-sale-at-ekantkuna-lalitpur-in-lalitpur/f042172e4c9b40e1bf08ca6e78a5a437,
21000000,"Tharlam Gompa road, Sundar Tol, Baudha",35,4,8,8556.25,13,Bouddha jorpati,https://hamrobazaar.com/for-sale-house/ktmswoyambhuhalchok-ko-ghar-bikrima-9803421387-in-kathmandu/2253b30df2e84ced86bfa5657a54667a,
130000000,"budanilkantha, Budhanilkantha, Kathmandu",25,5,5,8556.25,20,,https://hamrobazaar.com/for-sale-house/house-sale-in-kathmandu/89065c551dd94990b2f3a4d67be9e959,
180000000,"budanilkantha, Budhanilkantha, Kathmandu",25,4,4,8214,13,,https://hamrobazaar.com/for-sale-house/residential-beautiful-house-for-sale-in-nepal/9cabec522c154fc3a4f3943d315ba346,
180000000,"budanilkantha, Budhanilkantha, Kathmandu",25,4,4,8214,13,,https://hamrobazaar.com/for-sale-house/35-talle-commercial-house-for-sale-at-chabahil-in-nepal/86a758d63a104ff0a509ac22bf8248c6,
185000000,"Budhanilkantha, Kathmandu",3,4,3,8214,13,,https://hamrobazaar.com/for-sale-house/35-in-nepal/56b7296112c8438389034117cfbddf08,
170000000,Dhumbarahi > dumbarahi,25,5,5,8214,13,,https://hamrobazaar.com/for-sale-house/16000000-in-nepal/b65a735e7bb34d009c92831a6aa5ae83,
128500000,"बूढानीलकण्ठ, बूढानिलकण्ठ नगरपालिका, काठमाडौं, Bagmati Pradesh, नेपाल",0,6,9,8214,13,budhanilkantha,https://hamrobazaar.com/for-sale-house/house-for-sale-in-nepal/db830f8fb5e64bce9cebc041f4c4a668,
300000000,"Dillibazar kanya campus, Dilli Bazaar Road, Kathmandu, Nepal",3,6,7,8214,13,Charkhal Malpot,https://hamrobazaar.com/for-sale-house/imadol-shital-height-new-millennium-school-in-nepal/b5d9da74f15f436cbe3be94b3ff7c806,
290000000,"Gyaneswor, Gyaneshwar, Kathmandu",3,10,6,8214,13,,https://hamrobazaar.com/for-sale-house/house-on-sale-in-nepal/fa0b604372d44990a8d035fa1ffb7881,
180000000,"Golfutar Main Road, Dulal Tol, Khadkagaon",3,7,6,8214,20,,https://hamrobazaar.com/for-sale-house/la-in-nepal/3d528721d5934d09ac4515c14fdf7eb1,
60000000,"Taukhel (Godawari), Lalitpur",25,3,5,8214,13,,https://hamrobazaar.com/for-sale-house/bungalow-for-sale-at-syuchatar-in-kathmandu/bab39c8ba1384ba8b185525f8d6865e0,
430000000,"Bhagwan Bahal Cafe, Amrit Marg, Lut Chok, Thamel, Kathmandu",0,0,0,7871.75,13,,https://hamrobazaar.com/for-sale-house/imadol-ochu-height-3d-art-gallery-in-nepal/aa91607db5a8417c86972cb39f4e3b1b,
107500000,"Capital Hill Secondary School, Ramkot, Thulo Bharyang, Nagarjun, काठमाडौं, Bagmati Pradesh, नेपाल",2,6,6,7871.75,13,,https://hamrobazaar.com/for-sale-house/house-for-sale-cg-villa-sunakothi-thecho-in-nepal/ddfb19431cbf45f2af7257be50cd7acd,
19500000,"Bishnudol-Lubhu Road,",3,3,4,7871.75,20,lubu don bus co.,https://hamrobazaar.com/for-sale-house/house-for-sale-at-satungal-in-kathmandu/de9de8e2141b4404b08c0944dd42ce59,
9500000,Jhapa > Jhapa (Other Area),2,3,5,7529.5,13,,https://hamrobazaar.com/for-sale-house/house-on-sell-chabahil-ganeshthan-in-kathmandu/193bbc6abd164a099a4919e870120774,
7500000,Kathmandu > Bhimsengola (Old Baneshwor),2,3,5,7529.5,13,Bhimsengola,https://hamrobazaar.com/for-sale-house/house-sell-on-hetauda-in-makwanpur/276259f36572430b9bf6cc315092b123,
250000000,"All Core Lalitpur, Lalitpur",2,4,7,7529.5,13,,https://hamrobazaar.com/for-sale-house/residential-house-on-sale-at-kalopul-kathmandu-in-kathmandu/247dbd5412084d26bdd14a6c8114874a,
187000000,"bhaisipati, Bhaisepati / Sainbu, Lalitpur",25,4,5,7529.5,13,,https://hamrobazaar.com/for-sale-house/3ana1paisa265crore-padmacolonysitapaila-35-talla-in-nepal/d00558de35ca44e39e034c4bf998b651,
140000000,"Red Cross Road, कालिमाटी, कोहिनूर हिल्स आवास",2,4,5,7529.5,13,,https://hamrobazaar.com/for-sale-house/new-house-for-sale-in-chandragiri-in-kathmandu/61fc5ec1446f40b4b3bf92366fe5a3e5,
18000000,"Gusingal (Sanepa), Lalitpur",3,7,10,7529.5,13,,https://hamrobazaar.com/for-sale-house/ganesh-school-narayathan-75-aana-vvip-beautiful-h-in-kathmandu/a3a15ba919274419ab92c2cc1221a707,
90000000,Kathmandu > Pasikot (Budhanilkantha),25,,,7529.5,13,à¤ªà¤¾à¤·à¤¿à¤•à¥‹à¤Ÿ,https://hamrobazaar.com/for-sale-house/bungalow-for-sale-in-gahanapokhari-hadigaun-in-kathmandu/2169f42006a54339b0300fd0c4532c44,
10000000,"Chandol, Kathmandu",3,7,7,7529.5,20,,https://hamrobazaar.com/for-sale-house/52-baneshwor-flat-style-house-with-east-face-road-in-kathmandu/67b1b7c86c2a4568b180f12292999829,
250000000,"vishal nagar, Bishal Nagar, Kathmandu",2,4,3,7187.25,13,,https://hamrobazaar.com/for-sale-house/bungalow-for-sale-kupandol-in-nepal/a01e63847a934700b50e634e44e7b9f4,
180000000,A B M road gadesh mander maan Bhawan Jawalakhel,3,5,5,7187.25,13,,https://hamrobazaar.com/for-sale-house/brand-new-house-sell-at-satugal-in-nepal/d6ebf02337b546d4a2283b9d2ef0551e,
9000000,"Indrapur, Koshi Haraicha, Sundarharaicha, मोरङ, कोशी प्रदेश, नेपाल",2,2,5,7187.25,20,morang,https://hamrobazaar.com/for-sale-house/house-on-sales-in-nepal/a3cc603c747e439ca4ffdc15c9db0e00,
100000000,Kathmandu > Pasikot (Budhanilkantha),25,,,7016.125,12,Pasikot narayathan kathmandu,https://hamrobazaar.com/for-sale-house/5-ana-neoclassic-man-b-marga-in-nepal/896fe3f12b854d67b84124a5ac1560fe,
250000000,"Tangal Naxal Baluwatar Bishal Nagar Handigaun Gairidhara, Bhat Bhateni Area, Kathmandu",2,4,3,6845,13,,https://hamrobazaar.com/for-sale-house/dhapakhel-height-ma-naya-ghar-bikri-9844295407-in-lalitpur/31131ff41bf740f09abe142139e7a230,
150000000,"bhaisipati, Bhaisepati / Sainbu, Lalitpur",25,4,5,6845,13,,https://hamrobazaar.com/for-sale-house/brand-new-house-for-sale-in-nepal/75bd1dc464404898b2291ce5a9e6e500,
19500000,"Sankalpa Chowk, Bharatpur, Chitwan",3,3,5,6845,13,,https://hamrobazaar.com/for-sale-house/basundhara-ma-4-aana-ma-baneko-ghar-bikrima-in-kathmandu/4415306a2a0340d2b5c335c432483f3a,
140000000,Kathmandu > Basundhara,,,,6845,13,200 mtr inside ringroad,https://hamrobazaar.com/for-sale-house/house-for-sale-in-chitwan/dc72f4350a094780a51ce3cecc7460c5,
7500000,Jhapa > Bhadrapur,1,1,6,6845,20,"Chandragadhi, Bhadrapur 10",https://hamrobazaar.com/for-sale-house/imadol-shital-height-new-millennium-school-in-nepal/5cc5442d6b6b4e89a912e0ec08b2efa5,
1400000,"Lalbandi, Sarlahi",2,2,13,6845,20,Near Sajha Sastha,https://hamrobazaar.com/for-sale-house/imadol-nayabasti-swimming-pool-in-nepal/6be94b9f754341188cc26427a3c314b1,
150000000,"vasundhara, Basundhara, Kathmandu",0,0,0,6502.75,13,,https://hamrobazaar.com/for-sale-house/amazing-bungalow-in-budhanilakantha-for-sale-in-kathmandu/1da74347ae184c30ac0e96c971e4d156,
133000000,"Balaju, Kathmandu",25 storey,3,5,6502.75,13,,https://hamrobazaar.com/for-sale-house/semi-furnished-house-for-sale-at-gwarkhu-in-lalitpur/20926364d6e94eb8b874c2528267119a,
130000000,"Golfutar (Budhanilkantha), Kathmandu",3,4,4,6502.75,13,,https://hamrobazaar.com/for-sale-house/house-for-sale-in-kusunti-height-lalitpur-in-lalitpur/80f40c2331d646b2a601af25d5494cb4,
120000000,Lalitpur > Mahalaxmisthan,25,7,10,6502.75,12,,https://hamrobazaar.com/for-sale-house/brand-new-attractive-house-on-sale-at-bouddha-jo-in-kathmandu/6c7227488505455bb4e3d214d65edfad,
150000000,"vasundhara, Basundhara, Kathmandu",25,3,5,6502.75,13,,https://hamrobazaar.com/for-sale-house/budhanilkantha-chapali-ma-195-new-house-for-sale-in-kathmandu/af3be169da12422d938d3fc67ca09a0b,
220000000,Sanaypa,25,4,5,6502.75,13,,https://hamrobazaar.com/for-sale-house/9-aana-ma-baneko-banglow-sastoma-tu-bikrima-in-nepal/7069acb6de564b99ac730f85d257690e,
145000000,"Khadkagaon, Budhanilkantha, काठमाडौं, Bagmati Pradesh, नेपाल",3,4,5,6502.75,13,,https://hamrobazaar.com/for-sale-house/4-bhk-colony-house-for-sale-in-budhanilkantha-in-kathmandu/a5fc70f621ca4572bc2219512f11ad9d,
130000000,"Golfutar (Budhanilkantha), Kathmandu",25,5,6,6502.75,13,,https://hamrobazaar.com/for-sale-house/nice-house-on-sale-in-kathmandu/bb64993610024ed5b930da0f8a56d90c,
175000000,Kathmandu > Kuleshwor,25,6,5,6502.75,13,Kuleshwor.,https://hamrobazaar.com/for-sale-house/house-on-sale-at-khumaltar-in-lalitpur/0996a6b450ec4732b42fb48d59142a33,
130000000,"Chundevi (Maharajgunj), Kathmandu",25,4,5,6160.5,13,,https://hamrobazaar.com/for-sale-house/house-on-sale-in-lalitpur/9267f196e07745feaedcf34e24054a58,
140000000,"Oddan, Bansbari Sadak, Narayan Gopal Chowk, Basundhara, Kathmandu, Bagmati Pradesh, 44606, Nepal",2=5,7,5,6160.5,13,,https://hamrobazaar.com/for-sale-house/house-on-sale-at-brihat-community-living-ramkot-in-kathmandu/679765c4568a4c678c65e49159ff169b,
115000000,"Golphutar Sadak, Shrijanshil Tol, Basundhara",2,4,6,6160.5,12,neuro hospital basbari,https://hamrobazaar.com/for-sale-house/in-nepal/141e3ad2ceeb4274997725f30d5a7d01,
137500000,Kathmandu > Bansbari,25,6,6,6160.5,12,Bansbari near to main road only about 50m from main road.,https://hamrobazaar.com/for-sale-house/3-ana-house-for-sale-at-budhanilkantha-hepali-in-kathmandu/d89c2150c18f40bf9053f0d45a6322bb,
130000000,"basbari, Bansbari, Kathmandu",25,6,6,6160.5,13,Bansbhari near by namuna college,https://hamrobazaar.com/for-sale-house/house-on-sale-semi-bungla-budhanilkantha-in-nepal/fd93a8122fd34586b3b20808ee568461,
110000000,"Budhanilkantha, Budhanilkantha Municipality, Kathmandu",3,6,5,6160.5,13,,https://hamrobazaar.com/for-sale-house/house-sale-in-khumaltar-jananimarg-in-lalitpur/d57e93b98d7345e6957e9414c4aeafd2,
150000000,Khadkagaon,3,7,6,6160.5,13,,https://hamrobazaar.com/for-sale-house/250-ropani-house-for-sale-budhanilkantha-in-nepal/3e6f7e8203c145bf9e2cd3263880a20f,
160000000,Khadkagaon,3,7,6,6160.5,13,,https://hamrobazaar.com/for-sale-house/house-for-sale-at-boudha-naya-basti-planning-in-kathmandu/8844f0b0d43e427c9ca70cbedc10618b,
135000000,Kathmandu > Thulo Bharyang,25,5,6,6160.5,20,"Thulo Bharyang, Inside Ring Road",https://hamrobazaar.com/for-sale-house/residential-house-on-sale-at-dhapakhel-lalitpur-in-lalitpur/a6fc8498d56842ca9d7da5716b0b2d2f,
155000000,"Bansbari Sadak, नारायण गोपाल चोक, बसुन्धरा",0,0,0,6160.5,Goreto,,https://hamrobazaar.com/for-sale-house/imadol-shikher-toal-beautiful-house-on-sale-in-nepal/9c916730080e4117b2e4a73ebf37e3b2,
7900000,"Butwal Industrial Estate, Rupandehi (Butwal)",2,1,4,6014.25,20,Sunwal Swathi,https://hamrobazaar.com/for-sale-house/nakkhu-chokai-ko-ghar-on-sale-in-lalitpur/716a504d3da543629913bfd9cb3e13b9,
22500000,"Gyaneshwar, Dillibazar",2,3,4,6014.25,20,,https://hamrobazaar.com/for-sale-house/house-for-sale-b-g-mahall-back-gangabu-in-nepal/c87d4888e3a346f29055745654a1616e,
150000000,Kaski (Pokhara) > New Road,3,3,4,5989.375,20,New road side way,https://hamrobazaar.com/for-sale-house/house-on-sale-at-imadol-in-lalitpur/a431f8ba43074fd0bbc3def929e47124,
93500000,"budanilkantha, Budhanilkantha, Kathmandu",3,5,7,5818.25,13,,https://hamrobazaar.com/for-sale-house/house-on-sale-nakhudole-in-lalitpur/cf9a7c7b24fd445999c34091ddfc9015,
170000000,"Naxal, Kathmandu",,,,5818.25,13,,https://hamrobazaar.com/for-sale-house/flat-system-house-for-sale-at-dhungedhara-in-nepal/d648b83bde81437d9410c0c31d07556f,
125000000,"Budhanilkantha, Budhanilkantha Municipality, Kathmandu, Bagmati Pradesh, 22644, Nepal",3 and half story,5,7,5818.25,13,1200 meters from Deuba chowk Budanilkantha,https://hamrobazaar.com/for-sale-house/house-for-sale-at-manbhawan-lalitpur-in-lalitpur/577da636ebd74ee189e81def94322552,
170000000,"vegetables, Golphutar Main Sadak, Dharampur, Budhanilkantha, Kathmandu",275,6,6,5818.25,20,hattigaunda chowk,https://hamrobazaar.com/for-sale-house/residential-house-on-sale-at-nakhipot-lalitpur-in-lalitpur/dd3115a4d7734f55946be1127ddeebb1,
130000000,Kathmandu > NayaBazar,3,,,5818.25,12,,https://hamrobazaar.com/for-sale-house/imadol-swimming-pool-nayabasti-in-nepal/ed5c79b85f514f5691e60f40ce45d931,
15000000,"Bank Road, देवकोटा चोक,",1,1,2,5818.25,13,,https://hamrobazaar.com/for-sale-house/house-on-sale-at-green-hill-city-in-kathmandu/ee8f1a8828214a7d89d6696bdaac8318,
95000000,Kathmandu > Narayanthan (Budhanilkantha),25,5,7,5818.25,13,Bhudanilkantha bandali,https://hamrobazaar.com/for-sale-house/in-nepal/5be5433600b5439a8945374bd510a8ad,
185000000,"Bhaisepati Colony, Karyabinayak, Nepal",25,6,5,5818.25,13,,https://hamrobazaar.com/for-sale-house/semi-commercial-house-for-sale-in-nepal/aef17ddd9d074062abbbaf70a69db3a9,
95000000,"Budhanilkantha, काठमाडौं, Bagmati Pradesh, नेपाल",3,6,5,5818.25,13,deuba niwas,https://hamrobazaar.com/for-sale-house/imadol-shital-height-prime-location-in-nepal/878679b060254e3ea654a9b5cf51b526,
255000000,Kathmandu > Naxal,,,,5818.25,20,Near k. L residency Ckssameetsagarcks,https://hamrobazaar.com/for-sale-house/beautiful-house-on-sale-near-golfutar-in-kathmandu/d7ab09313f3b48279ed85ee3a3708d9c,
10000000,"Bhadrapur, Jhapa",1,3,4,5756.645,20,Bhadrapur Airport,https://hamrobazaar.com/for-sale-house/baluwatar-budget-home-on-42-aana-towards-south-on-in-kathmandu/062314dced5e4780952a923319a677d2,
85000000,Gathaghar,3,5,6,5647.125,5,,https://hamrobazaar.com/for-sale-house/imadol-swimming-pool-nayabasti-in-nepal/d6e375f790384a20bef340fadb7da0f7,
175000000,Kathmandu > Hattigaunda (Budhanilkantha),25,4,5,5647.125,20,Hattigauda.,https://hamrobazaar.com/for-sale-house/imadol-nayabasti-sasto-ghar-in-nepal/0b43331062fe4ca880a42e761fe19bc6,
2.00E+17,"bhaisipati, Bhaisepati / Sainbu, Lalitpur",25,8,8,5561.56,13,Awas Chetra,https://hamrobazaar.com/for-sale-house/house-for-sale-pasikot-budhanilkanntha-in-nepal/19582fed0c354318bd5f652a247aa0d0,
100000000,"budanilkantha, Budhanilkantha, Kathmandu",25,4,5,5476,13,,https://hamrobazaar.com/for-sale-house/semicommercial-house-on-sale-at-maipi-kathmandu-in-kathmandu/12fd51aadb534ab9ab9ae64de166c3af,
32000000,"Charikot dolakha, Bhimeshwor Municipality, Nepal",3 and half,6,11,5476,12,,https://hamrobazaar.com/for-sale-house/house-on-sale-at-tokha-near-grande-villa-in-kathmandu/c170677c15fb4af48e6f2d8ff87ea64f,
65000000,Kathmandu > Jarankhu (Tarkeshwar),,3,5,5476,12,https://gharjaggabazar.com/sale/Jharankhu/6745/2/,https://hamrobazaar.com/for-sale-house/house-on-sale-at-jorpato-narayantar-shivachok-in-nepal/7bc8015af76341d992d7b07b254c735b,
130000000,"Golphutar Main Sadak, Dharampur",2,4,5,5476,12,,https://hamrobazaar.com/for-sale-house/bungalow-for-sale-in-kathmandu/b2b0fcb9c8b7456481d321289babf8e5,
5500000,"Hetauda, Makwanpur",1,1,2,5476,13,,https://hamrobazaar.com/for-sale-house/bhaisepati-flat-system-house-on-sale-in-lalitpur/e05e4cbe0cda4a0eb86a47026af59a0d,
135000000,"Kumaripati Jagganath Marga, कुमारीपाटी, Itapukhu",2,3,4,5476,13,,https://hamrobazaar.com/for-sale-house/house-for-sale-in-kathmandu/834080f425c043859918e41d2a287091,
100000000,"Taukhel (Godawari), Lalitpur",25,5,8,5476,13,,https://hamrobazaar.com/for-sale-house/modern-house-in-sale-kantipur-colony-nakhipot-in-nepal/6cbfbcb1df1449c6afe8ad52436049f7,
160000000,"Kumaripati Jagganath Marga, Kumaripati, Itapukhu",2,5,5,5476,13,,https://hamrobazaar.com/for-sale-house/imadol-ochu-height-krishna-mandir-in-nepal/54d61b1ac9d7420981e2ce0b6d7a9a9a,
120000000,"basbari, Bansbari, Kathmandu",25,8,10,5476,13,,https://hamrobazaar.com/for-sale-house/imadol-tikathali-school-chowk-in-nepal/c2b739bdfbf5457b91a788c22bb3ff36,
85000000,"Golfutar (Budhanilkantha), Kathmandu",3,9,7,5476,13,,https://hamrobazaar.com/for-sale-house/house-on-sale-at-bhaisepati-in-lalitpur/6a0e502b3ac142209fbeb8fb38d03bf4,
85000000,"Golfutar (Budhanilkantha), Kathmandu",3,9,7,5476,13,,https://hamrobazaar.com/for-sale-house/house-for-sale-at-sitapakha-in-lalitpur/d9c49f71af4b4f20bf7848261baec259,
250000000,Bhaisepati / Sainbu > bhaisipati,,,,5476,13,,https://hamrobazaar.com/for-sale-house/royal-bungalow-in-white-budhanilkantha-in-nepal/2118a59e08574d34bf90d6003291dcb4,
75000000,"Kamalpokhari, Narayan Chaur, Kathmandu",3,4,5,5476,20,,https://hamrobazaar.com/for-sale-house/in-nepal/5cd4be100626447ea7e306735373ecb0,
200000000,"नारायण टोल, बसुन्धरा",2,6,3,5476,20,बसुन्धरा चौक नजिकै,https://hamrobazaar.com/for-sale-house/house-sell-at-kumarigal-near-chabahil-bouddha-g-in-kathmandu/a56b262c14074523b163fa6f400927b1,
250000000,Sainbu,3,6,7,5476,20,bhaisepati aawas gate,https://hamrobazaar.com/for-sale-house/house-for-sale-kantipur-colony-nakhipot-in-lalitpur/d207f7547c5640a7803933ce04227a43,
34000000,"Halgada Chowk, Sunsari (Itahari)",1,0,0,5467.5,20,,https://hamrobazaar.com/for-sale-house/residential-house-on-sale-at-lokanthali-bhaktapur-in-bhaktapur/484dd9acb9134dfeb238e5fb5a6cc874,
130000000,"Chundevi (Maharajgunj), Kathmandu",25,4,5,5304.875,13,,https://hamrobazaar.com/for-sale-house/house-on-sale-at-budhanilkantha-in-kathmandu/d33130e130f44a0bb38bee255027c334,
110000000,Kathmandu > Lazimpat,25,3,6,5304.875,13,Lazimpat Near European Union,https://hamrobazaar.com/for-sale-house/house-for-sale-with-amazing-view-cricket-stadium-in-kathmandu/06dddb7e206244918420a93b7796eedf,
1.20E+17,"Dhapasi (Tokha), Kathmandu",25,6,5,5304.87,13,,https://hamrobazaar.com/for-sale-house/3ana-house-for-at-budhanilkantha-hattigauda-in-kathmandu/689654d9975c4000a40c797f64cf3c6f,
120000000,"budanilkantha, Budhanilkantha, Kathmandu",25,4,5,5236.425,13,,https://hamrobazaar.com/for-sale-house/house-on-sale-at-upper-pasikot-budanilkantha-in-kathmandu/d6e0ed7fbac149d2b479eadb9630d438,
110000000,Kathmandu > Maitidevi,35,,,5236.425,13,few MTR away petrol pump of maitidevi,https://hamrobazaar.com/for-sale-house/ghar-bikri-ma-at-sanepa-in-nepal/5d0914d199f746f6a67463369d73da52,
140000000,"Basundhara Golfutar Bansbari Gongabu, Dhapasi Area, Kathmandu",,6,5,5202.2,13,,https://hamrobazaar.com/for-sale-house/luxurious-house-for-sale-near-medicity-hospital-in-lalitpur/f0bf1187424c4a15acbbca98929ce912,
106000000,"Gairigaon Petrol Pump, Kathmandu, Nepal",25,4,6,5202.2,13,,https://hamrobazaar.com/for-sale-house/25-talle-house-for-sale-at-bafal-kathmandu-in-nepal/2ac069b2f72a47658dfcd5561b3d1c92,
106000000,"gairedhara gharidhara, Gairidhara, Kathmandu",25,4,6,5133.75,13,,https://hamrobazaar.com/for-sale-house/sale-in-lalitpur/d11f5dfaca164af3a99d69f888314828,
85000000,"budanilkantha, Budhanilkantha, Kathmandu",25,5,6,5133.75,13,,https://hamrobazaar.com/for-sale-house/fully-furnished-house-on-sale-in-sano-thimi-in-bhaktapur/d8a6593e401d43358143a56984c5c34f,
11000000,"हेटौडा, Hetauda, मकवानपुर, Bagmati Pradesh, नेपाल",1,2,2,5133.75,8,,https://hamrobazaar.com/for-sale-house/budhanilkantha-siddhartha-colony-najik-ghar-bikre-in-kathmandu/7d247da4a0674d00b066685529614da6,
90000000,Kathmandu > Dhapasi (Tokha),25,2,5,5133.75,12,"Dhapasi, Tokha Road",https://hamrobazaar.com/for-sale-house/house-on-sale-in-nepal/11a3c322537e4a78ac8979fe36a83bd5,
17500000,"Buspark Nepalgunj, Banke (Nepalgunj)",25,3,6,5133.75,12,,https://hamrobazaar.com/for-sale-house/house-on-sale-semi-bangla-in-nepal/00c5a942929e4608985bb7308d054a65,
140000000,"Tokha, काठमाडौं, Bagmati Pradesh, नेपाल",3,1,5,5133.75,13,,https://hamrobazaar.com/for-sale-house/swoyambhu-ma-3-aana-ma-baneko-ghar-bikrima-in-kathmandu/86dfd192221545069c33a3df4864dcef,
155000000,"Kathmandu Ringroad, Pipple Bot, Tilganga",2,2,2,5133.75,13,,https://hamrobazaar.com/for-sale-house/modern-house-on-sale-at-sanepa-in-nepal/efff521df02c427b89138155b0b863fd,
60000000,Kathmandu > Budhanilkantha,25,4,5,5133.75,13,"Budhanilkantha, near Blue Bridge",https://hamrobazaar.com/for-sale-house/sasto-house-on-sell-in-kathmandu/a13527333cbc4339b9a8f8a4749ac35d,
100000000,"budanilkantha, Pasikot (Budhanilkantha), Kathmandu",25,5,6,5133.75,13,,https://hamrobazaar.com/for-sale-house/imadol-near-swimipool-beautiful-house-on-sale-in-nepal/b0c8abd5dab449e58263e2a5d122d108,
80000000,"budanilkantha, Pasikot (Budhanilkantha), Kathmandu",25,5,6,5133.75,13,,https://hamrobazaar.com/for-sale-house/bungalow-on-sell-at-mediciti-in-nepal/f41a623833d942e9b9b7883988b183a0,
85000000,"budanilkantha, Budhanilkantha, Kathmandu",25,5,6,5133.75,13,,https://hamrobazaar.com/for-sale-house/imadol-shital-height-prime-location-in-nepal/8447cb853b5043daabf26e4e6d5f7105,
83500000,"Budhanilkantha, Kathmandu",2,5,6,5133.75,13,Parking available,https://hamrobazaar.com/for-sale-house/house-on-sale-in-nepal/22b4a331bd6648869ee7760fac93f616,
77500000,"Pasikot Shiva Mandir, Kathmandu, Nepal",25,5,6,5133.75,13,Near shreeram school pasikot,https://hamrobazaar.com/for-sale-house/imadol-pawan-pakriti-school-in-nepal/77526aebc16b43e992c4ff46b2dcd57d,
135000000,"Tokha, काठमाडौं, Bagmati Pradesh, नेपाल",3,7,6,5133.75,13,,https://hamrobazaar.com/for-sale-house/sade-5-aana-jagga-ma-baneko-ghar-tu-bikri-ma-in-kathmandu/925bd41ded90495580e9639fda857a05,
8500000,Dhulabari Mod,2,3,4,5133.75,20,,https://hamrobazaar.com/for-sale-house/house-on-sale-and-rent-in-manigatar-mart-near-in-kathmandu/3dd3106fde674d888db9e57218801370,
125000000,Kathmandu > Baluwatar,25,3,4,5133.75,20,Baluwatar near pabitraworkshop,https://hamrobazaar.com/for-sale-house/house-for-sale-7-bhk-3-storeyed-premium-bungalow-in-kathmandu/0b77afc2807440739537dc2bf2106003,
105000000,Lalitpur > Bagdol,25,4,4,5133.75,20,Bagdol,https://hamrobazaar.com/for-sale-house/imadol-swimming-pool-nayabasti-in-nepal/de57bb6fd8b949de9d7d4d6402a13315,
120000000,खड्कागाउँ,2,5,5,5133.75,20,,https://hamrobazaar.com/for-sale-house/house-for-sell-at-tokha-in-nepal/e3ac0f4655a64e3ca42bc961323482c6,
62500000,सानोपोखरा चोक,3000,8,8,5133.75,20,,https://hamrobazaar.com/for-sale-house/house-on-sale-at-chahabil-in-kathmandu/14dbf882e0b946eba38c06eb10366822,
