Floors,City,Address,Land,Price,Bedroom,Bathroom,Face,Road
4.5, Bhaktapur,Thimi,8214,190000000,8,6,North West,20
5, Lalitpur,Kwalakhu,102.675,30000000,,,South,20
2.5, Kathmandu,Chyasindol,2464.2,36000000,5,5,East,20
2,Lalitpur,Bhaisepati,1475.953125,27500000,5,3,East,20
2.5, Lalitpur,Harisiddhi,1095.2,23500000,5,3,South,20
2.5, Kathmandu,Tyanglafat,2464.2,57000000,4,3,East,20
5, Kathmandu,Bagbazar,684.5,26000000,,4,South,20
2.5, Kathmandu,Swoyambhu,752.95,27500000,,3,South,20
2, Kathmandu,Jyotinagar,1026.75,26500000,,,South,20
, Kathmandu,Bouddha,2121.95,235000000,,,East,20
3.5, Kathmandu,Kapan,2053.5,41000000,1,1,East,20
2.5, Lalitpur,Lamatar,1026.75,18000000,,,South,20
2.5,Kathmandu,Sukedhara,1369,42000000,0,0,North,20
2, Kathmandu,Thankot,4449.25,75000000,,,East,20
2.5, Kathmandu,Tahachal,1403.225,56500000,4,5,North,20
2.5,Kathmandu,Tahachal,2139.0625,40000000,0,0,West,20
3.5, Kathmandu,Ganesh Chowk,2053.5,58000000,8,3,North,20
2.5, Kathmandu,Goldhunga,1369,32000000,4,4,North,20
2, Kathmandu,Dharmasthali,1369,21000000,4,2,North,20
4.5, Kathmandu,New Buspark,2395.75,85000000,34,34,North,20
2.5, Lalitpur,Bhaisepati,1129.425,41000000,4,4,North,20
2.5, Lalitpur,Bhaisepati,1129.425,44000000,4,4,North,20
2.5, Kathmandu,Baneshwor,2806.45,7000000,6,3,North,20
1, Kathmandu,Bhadrabas,1369,12500000,,,North,20
3,Kathmandu,Thapagaun,1347.609375,36000000,7,4,North,20
3, Bhaktapur,Darjeeling Height,1060.975,23500000,4,,North,20
1, Kathmandu,Danchhi,1060.975,12000000,2,1,North East,20
2.5, Lalitpur,Thaiba,1129.425,18000000,4,3,South,20
2.5, Kathmandu,Golfutar,1095.2,31500000,5,5,North East,20
2.5, Lalitpur,Imadol,1095.2,28500000,7,4,North East,20
2.5, Lalitpur,Imadol,1129.425,42500000,5,,South,20
3,Kathmandu,Sukedhara,2053.5,45000000,6,6,East,20
2.5, Lalitpur,Dhapakhel,1026.75,27000000,5,4,North East,20
2.5, Kathmandu,Pepsicola,1060.975,34000000,,,North,20
2.5, Kathmandu,Tokha,1369,19000000,,,North,20
2, Kathmandu,Ramkot,1711.25,17500000,4,2,North,20
2, Kathmandu,Ramkot,1369,15500000,4,2,North,20
,Kathmandu,Tinkune,4449.25,270000,14,6,North East,20
3,Kathmandu,Tokha,1411.78125,41000000,5,4,South East,20
3.5, Kathmandu,Sitapaila,1369,25000000,6,3,North,20
3.5, Kathmandu,Mhaipi,1437.45,35000000,,,North,20
,Kathmandu,Tinkune,1796.8125,350,0,0,South,20
2,Kathmandu,Thulo Bharyang,4192.5625,70000000,3,4,North West,20
3.5, Kathmandu,Lazimpat,1369,67500000,4,6,North,20
5.5,Kathmandu,Thulo Bharyang,4962.625,155000000,9,6,North,20
2.5, Kathmandu,Sanobharyang,1711.25,45000000,4,5,North,20
,Kathmandu,Tokha,1369,19000000,0,0,South,20
3,Kathmandu,Tokha,7786.1875,35000000,4,4,East,20
2.5, Kathmandu,Mulpani,1369,31500000,5,4,North,20
5.5,Kathmandu,Thulo Bharyang,4962.625,155000000,9,6,North,20
3.5, Kathmandu,Budhanilkantha,1711.25,69000000,8,,North,20
3, Kathmandu,Mhaipi,1369,33000000,4,4,North,20
2,Kathmandu,Thulo Bharyang,4192.5625,70000000,3,4,North West,20
3,Kathmandu,Thankot,1711.25,27600000,4,3,East,20
3,Kathmandu,Thamel,9856.8,100,0,0,East,20
2.5, Lalitpur,Imadol,1403.225,36000000,7,,North East,20
2,Lalitpur,Balkumari,3508.0625,47000000,4,4,South,20
2.5, Bhaktapur,Sallaghari,2087.725,37500000,,,North East,20
2.5, Lalitpur,Imadol,2395.75,36000000,5,2,North East,20
9,Lalitpur,Balkumari,1259,50000,3,2,East,20
2.5, Lalitpur,Bhaisepati,6160.5,210000000,6,5,East,20
2.5, Kathmandu,Minbhawan,5818.25,165000000,5,6,East,20
3,Kathmandu,Tarkeshwor,1112.3125,17000000,0,2,South,20
2.5, Lalitpur,Thaiba,2053.5,48500000,4,4,North East,20
2.5, Kathmandu,Bhimsengola,2464.2,63500000,11,4,North East,20
2.5, Kathmandu,Bhimsengola,3422.5,75000000,6,6,North East,20
,Lalitpur,Bhaisepati,3508.0625,35800000,4,3,North,20
2.5, Kathmandu,Mandikhatar,5133.75,145000000,4,5,North East,20
3.5, Kathmandu,Maharajgunj,4791.5,120000000,5,5,East,20
4,Lalitpur,Bhaisepati,1197.875,37500000,4,4,North East,20
3,Lalitpur,Bhaisepati,1197.875,35000000,4,4,East,20
2.5, Kathmandu,Banasthali,4517.7,70000000,5,5,East,20
2.5, Bhaktapur,Mibachhe,1369,20000000,,,North,20
2,Lalitpur,Balkumari,2395.75,36000000,0,2,North East,20
2.5, Kathmandu,Siddhartha Colony,7187.25,135000000,6,6,East,20
2, Kathmandu,Budhanilkantha,7187.25,135000000,6,6,East,20
2, Kathmandu,Kalanki,1437.45,25500000,5,4,North East,20
5, Kathmandu,Machhapokhari,1026.75,33500000,16,7,North,20
3, Kathmandu,Kapan,1437.45,18000000,2,,North East,20
2.5, Kathmandu,Sitapaila,1437.45,36500000,4,3,North East,20
2.5, Lalitpur,Bhaisepati,1437.45,42000000,6,,North East,20
,Kathmandu,Thamel,770.0625,55000000,0,0,West,20
4,Kathmandu,Sukedhara,2053.5,42000000,8,7,South East,20
7,Kathmandu,Thamel,748.671875,89500000,0,3,East,20
2.5, Bhaktapur,Rose Village,1437.45,28000000,,,North East,20
4.5, Bhaktapur,Jadibuti,1471.675,39500000,21,7,North East,20
2.5, Lalitpur,Sunakothi,1711.25,37500000,3,4,North East,20
2.5, Lalitpur,Balkhu,787.175,24900000,3,3,North,20
5,Kathmandu,Tripureshwor,2738,1000000,0,0,North,20
2,Lalitpur,Baghdol,1262.046875,19500000,4,4,West,20
3,Kathmandu,Teku,5476,70000000,0,0,South,20
2,Lalitpur,Baghdol,1262.046875,19500000,4,4,West,20
2.5, Kathmandu,Pasikot,1779.7,30000000,4,5,North East,20
3, Bhaktapur,Srijananagar,1095.2,22500000,7,3,North West,20
2.5, Kathmandu,Pasikot,1095.2,22500000,,,South,20
2,Kathmandu,Dhumbarahi,1796.8125,55000000,0,0,West,20
,Lalitpur,Bhaisepati,4192.5625,120000,5,3,West,20
3.5,Kathmandu,Old Baneshwor,6502.75,200000000,8,5,West,20
3,Kathmandu,Rudreshwor,2738,45000000,5,5,East,20
2.5,Kathmandu,Koteshwor,5818.25,160000000,6,4,East,20
,Lalitpur,Lamatar,1369,15500000,3,2,West,20
5,Kathmandu,Samakhusi,5476,160000000,5,3,West,20
3,Kathmandu,Basundhara,8214,140000000,8,3,North,20
3,Kathmandu,Syuchatar,3764.75,45000000,7,4,East,20
1,Bhaktapur,Gundu,317.9,15000000,1,1,West,20
5,Lalitpur,Kupondol,1711.25,140000000,5,10,East,20
2.5,Kathmandu,Budhanilkantha,7187.25,135000000,6,5,East,20
3.5,Kathmandu,Tinkune,4107,120000000,8,5,South,20
4,Bhaktapur,Kausaltar,1882.375,32500000,10,4,North East,20
4,Lalitpur,Hattiban,,23500000,3,2,East,20
2.5,Kathmandu,Kadaghari,1369,23500000,6,4,South East,20
2.5,Lalitpur,Lubhu,1197.875,17000000,5,3,South,20
2.5,Kathmandu,Pepsicola,1133.7,22000000,6,4,West,20
,Kathmandu,Baneshwor,1711.25,55000000,,,East,20
2.5,Lalitpur,Lubhu,1197.875,17000000,5,3,South,20
2.5,Kathmandu,Mulpani,1540.12,45000000,4,5,South East,20
2.5,Kathmandu,Padma colony,1369,27000000,4,3,South,20
2.5,Kathmandu,lri school,1369,36000000,5,,South,20
,Kathmandu,Kalanki,1369,,9,3,West,20
2.5,Lalitpur,Imadol,1369,,6,,East,20
4.5,Kathmandu,Dhumbarahi,1369,39000000,5,7,South,20
,Lalitpur,Bhaisipati,1369,,,,North East,20
3,Lalitpur,Mahalaxmisthan,3764.75,100000,3,3,East,20
2.5,Lalitpur,Imadol,1283.43,23500000,4,4,South,20
,Lalitpur,Downtown apartment,1223,20000000,3,2,South West,20
2.5,Lalitpur,Harisiddhi,1197.87,27000000,3,4,North East,20
2,Kathmandu,Bansbari,2738,45000000,6,4,East,20
2.5,Lalitpur,Gwarko,1197.87,26000000,7,4,East,20
2.5,Kathmandu,Golfutar,5476,269999999,6,4,South,20
2.5,Lalitpur,Kusunti,1625.68,310000000,4,4,South,20
2.5,Kathmandu,Baneshwor,2464.2,63500000,8,4,North East,20
3,Lalitpur,Imadol,1369,22000000,5,3,North,20
2.5,Lalitpur,Dhapakhel,1026.75,19800000,4,3,South,20
2.5,Kathmandu,Siddhartha colony,2395.75,57500000,4,5,South,20
2.5,Lalitpur,Hattiban,1200,50000000,4,3,North,20
3.5,Lalitpur,Nakhipot,1500,57500000,5,6,East,20
2.5,Kathmandu,Bhangal,1026.75,21000000,6,3,East,20
2.5,Kathmandu,Rudreshwor,3080.25,55000000,4,5,South East,20
2.5,Kathmandu,Samakhusi,2395.75,55000000,6,5,East,20
2.5,Kathmandu,Imadol,1369,21000000,4,4,,20
2.5,Kathmandu,Malpot,2004.75,21000000,5,4,East,20
2.5,Lalitpur,Sanagaun,1026.75,21500000,4,3,North East,20
3,Lalitpur,Hattiban,1026.75,16000000,1,1,East,20
2,Kathmandu,Nayapati,1711.25,22500000,4,3,East,20
1.5,Bhaktapur,Duwakot,2053.5,15500000,4,2,East,20
5,Kathmandu,Putalisadak,1219.26,120000000,10,6,West,20
2.5,Lalitpur,Balkumari,,40000000,5,4,South,20
2,Kathmandu,Kapan,2053.5,40000000,5,5,South,20
2.5,Lalitpur,Imadol,1262.04,42500000,4,4,South East,20
2.5,Kathmandu,Narayanthan,1500,45000000,5,5,East,20
1,Lalitpur,Gahate,1026.75,10500000,1,1,North East,20
2.5,Lalitpur,Imadol,1147.0851,27500000,7,4,West,20
3,Bhaktapur,Thimi,1369,23000000,5,3,North East,20
3.5,Kathmandu,Infront of Raja Birendra Marga,3935.875,73000000,21,4,North West,20
4,Kathmandu,Koteshwor,1540.125,45000000,8,5,East,20
,Lalitpur,Kupondole,10952,550000,6,6,South West,20
1,Lalitpur,Imadol,941.1875,12500000,2,1,East,20
2.5,Lalitpur,Tikathali,1026.75,23000000,4,4,West,20
2.5,Kathmandu,Budhanilkantha,2395.75,45000000,5,5,East,20
,Lalitpur,Lagankhel,700,1300000,0,0,South,20
3,Lalitpur,Nakhipot,3058.859375,57500000,6,5,West,20
2.5,Kathmandu,Sitapaila,1176.48,,3,3,North,20
3,Kathmandu,Bhaktapur,1133.7,20000000,3,,West,20
2,Lalitpur,Sanepa,12663.25,266400000,4,4,South West,20
3,Kathmandu,Dhapakhel,1796.81,28000000,5,,North East,20
2.5,Kathmandu,Budhanilkantha,1197.875,39000000,4,5,,20
3,Lalitpur,Imadol,1026.75,26500000,5,3,West,20
,Lalitpur,Sanepa,1400,35000000,0,0,North East,20
13,Lalitpur,Sanepa,1800,45000000,3,2,South,20
10,Lalitpur,Sanepa,1788,235000,3,3,South,20
,Lalitpur,Sanepa,1369,25000000,3,5,East,20
4.5,Lalitpur,Sanepa,5818.25,150000000,10,10,South,20
,Lalitpur,Sanepa,0,19900,2,1,East,20
3,Lalitpur,Sano Gaun,1454.5625,22000000,3,4,South,20
2,Lalitpur,Sano Gaun,1369,21500000,5,2,East,20
2,Lalitpur,Satdobato,3422.5,70000000,3,3,East,20
,Lalitpur,Satdobato,3000,9000000,0,0,North,20
,Lalitpur,Taukhel,1069.53125,10500000,0,0,West,20
3,Lalitpur,Thaiba,1069.53125,17000000,4,3,North,20
,Lalitpur,Thaiba,11722.0625,17500000,4,3,North,20
2.5,Lalitpur,Thaiba,1026.75,19000000,3,2,South,20
,Lalitpur,Thaiba,5818.25,18000,1,1,South West,20
3,Lalitpur,Thaiba,1026.75,20000000,3,2,South,20
,Lalitpur,Thaiba,2053.5,35000000,5,4,West,20
2.5,Lalitpur,Tikathali,1369,21500000,6,4,West,20
1,Lalitpur,Sanepa,1711.25,28000000,4,2.5,East,20
3.5,Kathmandu,Putalisadak,1369,50000000,15,6,west,20
,Kathmandu,Putalisadak,1369,50000000,3.5,,west,20
2,Kathmandu,Kritipur,2566.87,57000000,5,4,east,20
6.5,Kathmandu,Balaju,2139.06,59000000,16,18,South to East,20
1,Kathmandu,Hepali height,5497.39,60000000,5,2.5,East,20
3.5,Kathmandu,Shankhamul,2566.87,68000000,7,3,east and north,20
2.5,Lalitpur,Imadol,1026.75,24000000,5,4,North,20
1,Kathmandu,Bojepokhari,2738,4500000,7,3,South,20
2.5,Lalitpur,Imadol,1197.875,23500000,6,4,South,20
2.5,Lalitpur,Harisiddhi,1155.09375,24000000,3,5,North West,20
2.5,Lalitpur,Hattiban,1711.25,21500000,4,4,South East,20
,Bhaktapur,Sallaghari,1112.31,19000000,,,East,20
2.5,Kathmandu,Green hill city,1069.53,21000000,4,3,West,20
2.5,Kathmandu,Khadka tole,1026.75,14200000,5,2,North East,20
2.5,Kathmandu,Kadaghari,1026.75,24500000,5,,East,20
4,Kathmandu,Dallu,1026.75,39200000,17,5,North West,20
2.5,,,1026.75,21000000,7,3,East,20
,Lalitpur,Nakkhu,1240.65625,26000000,0,0,East,20
,Lalitpur,Nakkhu,1262.046875,27000000,0,0,West,20
1,Lalitpur,Lubhu,941.18,13500000,2,,North,20
2.5,Lalitpur,Nakkhu,1369,29000000,4,5,East,20
2.5,Lalitpur,Nakkhu,1197.875,26500000,4,4,South East,20
2.5,Kathmandu,Mandikhatar,877.01,17500000,4,2,West,20
7,Kathmandu,,748.67,92500000,,,West,20
2.5,Kathmandu,Kageshwori Manohara,1197.875,24000000,6,3,East,20
3,Kathmandu,Chabahil,684.5,13500000,6,3,North,20
6,Kathmandu,Sundhara,,31000000,12,,East,20
4,Kathmandu,Sinamangal,,,,,South,20
2.5,Kathmandu,Budhanilkantha,1711.25,40500000,5,4,East,20
2.5,Lalitpur,Bhaisepati,1369,29500000,4,4,East,20
,Bhaktapur,Suryabinayak,1775.42,39000000,4,4,North,20
2.5,Lalitpur,Imadol,1369,25000000,4,4,North East,20
2.5,Kathmandu,Budhanilkantha,2310.1875,67500000,5,3,North East,20
2.5,Lalitpur,Harisiddhi,1411.78125,27000000,3,3,North,20
3.5,Bhaktapur,Balkot,2566.875,55000000,3,3,South,20
1.5,Kathmandu,Gokarneshwor Municipality- 2,2566.875,18000000,2,1,East,20
,Lalitpur,Patandokha,2395.75,90000,4,2,South East,20
,Lalitpur,Patandokha,500,40000,0,0,South,20
2.5,Lalitpur,Imadol,1026.75,22500000,4,4,West,20
3.5,Kathmandu,Sanobharyang,1903.76,42500000,6,7,South West,20
,Lalitpur,Thado dunga,680,13000000,,,East,20
1,Lalitpur,Jhamsikhel,683,12500000,2,1,East,20
4,Lalitpur,Khumaltar,2053.5,65000000,5,4,East,20
3,Lalitpur,Jhamsikhel,1026.75,35000000,5,4,South,20
3,Lalitpur,Harisiddhi,1026.75,15500000,8,0,North,20
,Lalitpur,Harisiddhi,1967.9375,28000000,0,0,South,20
3,Lalitpur,Harisiddhi,1026.75,15500000,8,0,North,20
,Lalitpur,Hattiban,1300,55000,3,2,North,20
3,Lalitpur,Imadol,1197.875,26500000,4,3,South,20
3,Lalitpur,Imadol,1048.140625,24000000,4,3,West,20
8,Lalitpur,Imadol,1133.703125,21000000,5,4,West,20
8,Lalitpur,Imadol,1176.484375,22500000,4,3,South,20
2.5,Lalitpur,Imadol,1197.875,25000000,5,3,West,20
,Lalitpur,Hattiban,,20500000,2,2,East,20
2.5,Kathmandu,Taulung,2566.875,34500000,4,4,East,20
2.5,Kathmandu,Chandragiri,1711.25,26700000,6,1,West,20
4.5,Kathmandu,Shankhamul,855.625,27000000,3,1,West,20
2.5,Lalitpur,Siddipur,1026.75,22000000,4,3,North,20
3.5,Kathmandu,Battisputali,1540.125,33000000,6,1,West,20
3,Kathmandu,Nayabazar,884.04,35000000,3,4,East,20
2.5,Kathmandu,Tribhuwan Park,2053.5,32000000,5,4,East,20
2.5,Lalitpur,Chakupat,4100,,4,3,North West,20
2.5,Kathmandu,Pasikot,1882.375,32000000,4,5,North,20
2.5, Kathmandu,Budhanilkantha,1369,32000000,4,4,South,20
2.5,Kathmandu,Panchetaar,1625.6875,32000000,5,4,East,20
1,Lalitpur,Imadol,1026.75,12500000,2,1,West,20
2.5,Lalitpur,Imadol,1112.3125,19500000,5,3,East,20
2.5,Kathmandu,Kunwar colony,4791.5,75000000,5,5,East,20
3,Kathmandu,Baniyatar,1540.125,35000000,8,5,East,20
3,Lalitpur,Bhaisepati,1540.12,35000000,5,4,South East,20
3,Kathmandu,New Buspark,1437.45,32000000,8,5,East,20
2.5,Kathmandu,Tokha,1500,26000000,5,4,East,20
2.5,Lalitpur,Imadol,2395.75,36000000,5,2,North East,20
,Lalitpur,Harisiddhi,1967.9375,28000000,0,0,South,20
3.5, Kathmandu,New Baneshwor,376.475,16800000,3,3,East,20
4, Kathmandu,New Baneshwor,376.475,16800000,3,3,East,20
, Kathmandu,Kirtipur,410.7,6500000,2,1,East,20
2.5, Lalitpur,Sanagaun,1711.25,33500000,7,4,East,20
2.5, Kathmandu,Bhangal ,1711.25,40000000,5,4,East,20
3.5, Kathmandu,Machhapokhari,1471.675,30000000,9,4,East,20
3.5, Kathmandu,Machhapokhari,1471.675,32500000,9,4,East,20
3.5, Kathmandu,Khusibu,1437.45,41000000,7,7,East,20
2.5, Kathmandu,Goldhunga,1437.45,30000000,,,East,20
2.5, Lalitpur,Khumaltar,1437.45,42500000,6,4,East,20
2.5, Lalitpur,Sunakothi,1403.225,35000000,5,4,East,20
2.5, Lalitpur,Nakkhu,1369,28000000,4,5,East,20
,Lalitpur,Dhapakhel,2224.625,36000000,3,3,East,20
3,Lalitpur,Dhapakhel,3080,125000,6,4,South,20
3,Lalitpur,Dhobighat,7187.25,95000000,5,4,East,20
2, Kathmandu,Mulpani,1369,21000000,4,3,East,20
3, Kathmandu,Mulpani,1369,21000000,,,East,20
2.5,Kathmandu,Golfutar,1369,36500000,5,3,East,20
2.5, Lalitpur,Sanepa,1095.2,30000000,4,3,East,20
4.5, Kathmandu,Dallu,1095.2,45000000,6,5,East,20
2.5, Kathmandu,Pepsicola,1095.2,24000000,6,3,East,20
,Lalitpur,Dhobighat,12047.2,250000,0,0,East,20
10,Lalitpur,Dhobighat,1350,16500000,3,2,East,20
2.5, Lalitpur,Nakhipot,1095.2,25500000,9,7,East,20
2.5, Lalitpur,Imadol,1095.2,45000000,4,4,East,20
3, Lalitpur,Hattiban,1060.975,16000000,,,East,20
2.5, Lalitpur,Imadol,1060.975,27500000,5,3,East,20
,Lalitpur,Godawari,919.796875,9500000,0,0,East,20
3,Lalitpur,Godawari,1369,17500000,7,4,East,20
3,Lalitpur,Godawari,20535,180000000,4,4,North East,20
2.5, Kathmandu,Raniban,1026.75,36000000,6,5,East,20
2.5, Kathmandu,Pepsicola,787.175,29000000,,2,East,20
3, Kathmandu,Pepsicola,752.95,24000000,4,4,East,20
,Lalitpur,Dhobighat,3080.25,80000000,5,5,East,20
, Kathmandu,Sorhakhutte,1745.475,6800000,,,East,20
,Kathmandu,Budhanilkantha,6160.5,31000000,,,West,20
3,Lalitpur,Imadol,1200,25000000,5,3,East,20
,Lalitpur,Sanepa,2500,,,,South,20
3,Lalitpur,Imadol,1026.75,19500000,5,3,North East,20
3.5,Kathmandu,Thamel,2012.43,55000000,6,4,South,20
2.5,Lalitpur,Imadol,1369,21000000,4,5,South West,20
4.5,Kathmandu,Chabahil,1625.68,31500000,7,7,,20
2.5,Lalitpur,Nayabasti,1283.43,32000000,5,4,West,20
1,Kathmandu,Tikathali,1112.3125,17200000,2,1,West,20
2.5,Lalitpur,Imadol,1197.875,22000000,5,3,East,20
2.5,,,3037.46,85000000,5,4,East,20
2.5,Lalitpur,Khumaltar,3080.25,50000000,3,3,South,20
3,Lalitpur,Tikathali,1069.53125,23000000,6,3,South,20
1,Kathmandu,Budhanilkantha,1369,24000000,1,1,East,20
3.5,Kathmandu,Baluwatar,1026.75,,3,4,East,20
,Kathmandu,Dallu,2224.625,50000000,,,,20
2.5,Lalitpur,Imadol,941.1875,19500000,4,3,East,20
2.5,Kathmandu,Sukedhara,1026.75,16000000,6,3,East,20
2.5,Kathmandu,Kapan,3080.25,52500000,5,5,South West,20
5,Kathmandu,Samakhusi,2000,92500000,12,5,East,20
2.5,Kathmandu,Budhanilkantha,2053.5,47500000,5,5,East,20
2.5,Lalitpur,Harisiddhi,1369,22000000,5,5,East,20
5,Bhaktapur,Kausaltar,3762,80000000,8,5,North West,20
5,Kathmandu,Ason,748.67,80000000,1,4,South West,20
2,Lalitpur,Sanepa,3080.25,75000000,5,2,South,20
2.5,Lalitpur,Bhaisepati,2121.95,69500000,6,3,South East,20
1,Lalitpur,Jhamsikhel,700,12000000,2,1,East,20
,Kathmandu,Khusibu,2481.31,68000000,,,,20
,Kathmandu,Boudha,1197.87,19000000,,,,20
3,Lalitpur,Jhamsikhel,1369,200000,5,4,South East,20
3.5,Kathmandu,Panipokhari,1450.0681,67500000,4,1,North,20
2.5,Lalitpur,Sobhahiti,855.625,16500000,6,4,North West,20
3,Lalitpur,Thaiba,1369,28500000,4,5,South,20
3.5,Kathmandu,Banasthali,770.06,29000000,5,4,,20
1,Lalitpur,Lubhu,1750,29000000,5,4,South,20
3.5,Kathmandu,Kapan,2087.725,37000000,7,4,East,20
3,Lalitpur,Hattiban,700,25000000,6,3,North East,20
2.5,Bhaktapur,Sano Thimi,1197.875,24500000,5,3,North,20
2.5,Kathmandu,Nayabasti,1625.68,38500000,6,5,East,20
,Bhaktapur,Bhaktapur,14609.79,118400000,,,East,20
2.5,Lalitpur,Imadol,1369,21000000,4,5,South West,20
2.5,Lalitpur,Imadol,1026.75,28500000,6,3,East,20
2.5,Lalitpur,Tikathali,1026.75,25000000,6,5,East,20
2.5,Lalitpur,Imadol,1112.3125,21500000,5,3,East,20
1,Lalitpur,Imadol,855.625,15500000,2,1,South West,20
2.5,Lalitpur,Saibu,855.625,21500000,5,3,West,20
2.5,Lalitpur,Imadol,1197.875,22000000,5,3,East,20
3.5,Lalitpur,Kharibot,855.625,15000000,5,3,North East,20
2.5,Kathmandu,Sanobharyang,1796.81,29000000,7,4,West,20
1,Lalitpur,Imadol,1369,21000000,4,5,South West,20
2.5,Kathmandu,Kuleshwor,855.625,29800000,10,4,East,20
2,Lalitpur,Lubhu,1262.046875,23500000,6,6,South,20
2.5,Kathmandu,Makalbari,1197.875,16000000,3,3,East,20
3,Lalitpur,Imadol,1048.140625,19200000,4,5,East,20
3.5,Kathmandu,Manamaiju,1283.4375,25500000,7,4,East,20
2.5,Kathmandu,Mulpani,1711.25,30000000,6,3,North,20
2.5,Kathmandu,Mulpani 7,1369,20000000,6,3,North,20
2.5,Kathmandu,Naya Bazar,855.625,18000000,7,3,North West,20
1,Lalitpur,Imadol,1454.5625,14200000,2,1,East,20
3,Kathmandu,Nayapati,1283.4375,26000000,6,3,South East,20
3,Kathmandu,PepsiCola,1197.875,22000000,6,4,East,20
2.5,Lalitpur,Imadol,1112.3125,19500000,5,3,East,20
2.5,Lalitpur,Imadol,1197.875,19500000,4,3,North East,20
1,Bhaktapur,Sirutar,1369,15000000,2,1,West,20
1,Kathmandu,Grande Villa,1625.6875,39500000,4,3,North,20
2.5,Lalitpur,Sunakothi,2053.5,36000000,3,3,West,20
2.5, Kathmandu,Syuchatar,1369,39000000,4,,South,20
,Kathmandu,Sitapaila,1711.25,20500000,0,0,West,20
6,Kathmandu,Sorakhutte,3764.75,71500000,0,0,East,20
2,Kathmandu,Mid Baneshwor,4149.78125,120000000,4,5,South East,20
,Kathmandu,Kadaghari,1112.3125,16000000,0,0,West,20
,Kathmandu,Kadaghari,1369,23500000,0,0,East,20
,Kathmandu,Bhangal,1369,28000000,0,0,West,20
3,Kathmandu,Bhangal,1454.5625,21500000,6,5,North East,20
3,Kathmandu,Minbhawan,1967.9375,80000,6,2,South,20
2.5, Lalitpur,Nakkhu,1026.75,23500000,4,5,,20
3,Kathmandu,Bhangal,1796.8125,28500000,6,6,East,20
10,Kathmandu,Bishal Nagar,1300,120000,3,2,East,20
,Kathmandu,Bishal Nagar,1000,95000,2,2,North,20
, Kathmandu,Thankot,1026.75,13000000,,,,20
,Kathmandu,Mulpani,1133.703125,19000000,0,0,West,20
3,Kathmandu,Mulpani,2738,49800000,5,6,East,20
1,Kathmandu,Bohoratar,770.0625,7875000,3,1,South West,20
3,Kathmandu,Mulpani,3764.75,17500000,6,2,East,20
2.5, Kathmandu,Baluwakhani,1026.75,24500000,,,,20
3,Kathmandu,Mulpani,3764.75,17500000,6,2,East,20
2.5, Kathmandu,Sukedhara,1026.75,28500000,,,,20
3.5, Lalitpur,Tikathali,1026.75,23500000,4,3,,20
,Kathmandu,Boudha,1369,33000000,0,0,South,20
,Kathmandu,Nag Pokhari,2000,270000,0,0,South East,20
4,Kathmandu,Boudha,2395.75,33000000,0,0,East,20
2.5,Kathmandu,Mulpani,1754.03125,28000000,5,4,North,20
2.5, Lalitpur,Chyau Danda,1026.75,24000000,,,,20
,Kathmandu,Basundhara,2738,80000,3,3,West,20
3.5, Kathmandu,Kapan,1026.75,19000000,,,,20
3,Kathmandu,Mandikatar,1369,32500000,8,6,South East,20
4,Kathmandu,Mandikatar,1369,32500000,8,7,South East,20
2.5, Bhaktapur,Balkot,1129.425,25000000,,,,20
3,Kathmandu,Baniyatar,1796.8125,35000000,0,0,East,20
3.5, Lalitpur,Imadol,1129.425,36500000,,,,20
3,Kathmandu,Baniyatar,1369,29000000,6,5,East,20
,Kathmandu,Kageshwari Manohara,1369,26500000,0,0,West,20
,Kathmandu,Basbari,2438.53125,45000000,4,0,South,20
2.5, Lalitpur,Bhaisepati,1095.2,24500000,4,5,,20
2.5, Lalitpur,Bhaisepati,1095.2,25000000,4,4,,20
1.5,Kathmandu,Kadaghari,1369,15500000,2,1,South West,20
2.5, Kathmandu,Bhangal ,1095.2,21000000,,,,20
2.5, Lalitpur,Nagdaha,1095.2,33000000,4,4,,20
2.5, Lalitpur,Bhaisepati,1095.2,36500000,5,4,,20
1.5,Kathmandu,Kadaghari,1369,15500000,2,1,South West,20
1, Kathmandu,Gothatar,1095.2,14000000,,,,20
3.5, Kathmandu,Kageshwari Manohara,1095.2,31000000,,,,20
3,Kathmandu,Mhepi,5476,160000,6,5,South,20
3,Kathmandu,Basundhara,4107,62500000,8,4,North,20
3,Kathmandu,Basundhara,2738,45000000,6,6,South West,20
2, Bhaktapur,Nil Barahi Mandir,1060.975,20000000,,,,20
3,Kathmandu,Basundhara,2395.75,41000000,7,6,East,20
,Kathmandu,Basbari,2438.53125,45000000,4,0,South,20
3,Kathmandu,Boudha,1112.3125,22000000,10,3,South,20
,Kathmandu,Boudha,1000,6500000,0,0,North,20
2.5, Lalitpur,Imadol,1026.75,25000000,,,,20
2.5,Kathmandu,Narephate,2053.5,33000000,6,4,East,20
2.5, Kathmandu,Bansbari,2464.2,52000000,6,3,West,20
2.5, Kathmandu,Sitapaila,2121.95,47000000,5,3,West,20
3,Kathmandu,Budhanilkantha,2738,35000000,6,6,East,20
2.5, Kathmandu,Hattigaunda,2121.95,77000000,4,5,West,20
,Kathmandu,Budhanilkantha,1711.25,40000000,3,4,East,20
3.5,Kathmandu,Naxal,2224.625,150000000,0,0,North,20
4,Kathmandu,Naxal,2395.75,55000000,0,0,North,20
