Floors,City,Address,Land,Price,Bedroom,Bathroom,Parking,Face,Road
1.5,Kathmandu,Jorpati,1500.0,17500000.0,2.0,1.0,,East,
2.0,Kathmandu,Checkpost,1711.25,17000000.0,7.0,2.0,,East,
2.0,Kathmandu,Sitapaila,970.9047,16000000.0,2.0,2.0,,West,
,Kathmandu,Bhatkepati,1882.375,15000000.0,,,,,
2.5,Kathmandu,Makalbari,1368.0,11500000.0,2.0,2.0,,East,
5.0,Kathmandu,Jhoor,427.81,8500000.0,1.0,1.0,,East,
3.0,Bhaktapur,Bhaktapur,513.375,4000000.0,2.0,1.0,,East,
1.0,Kathmandu,Chapali,11978.75,,1.0,1.0,,South,
,Kathmandu,Naxal,5818.25,170000000.0,,,,North,
,Kathmandu,Naxal,4791.5,14000000.0,,,,North,
2.0,Kathmandu,Bijeshwari,3080.25,35000000.0,4.0,,,North,
3.0,Lalitpur,Kupandole,2139.06,120000000.0,,,,North East,
,Kathmandu,Shantinagar,2053.5,50000000.0,,,,South,
4.0,Kathmandu,Pepsicola,1711.25,,,,,South West,
6.5,Kathmandu,Newroad,1540.12,,9.0,5.0,,North East,
,Lalitpur,Khumaltar,1518.73,18750000.0,,,,East,
3.0,Kathmandu,Seti pakha,1369.0,35000000.0,5.0,,,South,
3.0,Kathmandu,Lalitpur,1369.0,53500000.0,6.0,,,North,
3.0,Lalitpur,Imadol,1369.0,26500000.0,5.0,,,South East,
,Kathmandu,Dhapakhel,1369.0,14500000.0,,,,South West,
2.5,,,1369.0,27500000.0,10.0,4.0,,West,
6.0,Kathmandu,New baneshwor,1283.43,,,,,North,
2.5,Kathmandu,Naikap,1090.92,20000000.0,5.0,,,North,
2.5,Kathmandu,Hattiban,1026.75,28000000.0,4.0,,,North East,
,Kathmandu,Sanepa,941.18,35000000.0,,,,South,
5.0,,,299.46,15000000.0,,,,South East,
,Kathmandu,Shantinagar,,,,,,South,
,Kathmandu,Mid baneshwor,,,,,,North,
,Kathmandu,Kageshwori Manahara,,,,,,North,
2.5,Kathmandu,Dhapakhel,,15500000.0,3.0,,,West,
,Kathmandu,Buddhanagar,,,,,,East,
,Kathmandu,Bhaisepati,,50000000.0,,,,East,
6.0,Kathmandu,Baneshwor,,27700000.0,22.0,,,East,
