title,district,Municipality,vdc,landsize,Road,price,bedroom,bathroom,builtyear,parking,direction,url
"Brand new house for sale in Lalitpur Nakhipot, Kantipur Colony. Banking facility available. | 9841942030",Lalitpur,Lalitpur,"Nakhipot, Kantipur Colony",1369,22,28500000,8,5,2076,3-,South,https://www.gharghaderi.com/house/2093-Brand-new-house-for-sale-in-Lalitpur-Nakhipot-Kantipur-Colony.-Banking-facility-available./
"House on Sell, Lalitpur Thaiba. | 9818683797",Lalitpur,Godawari,Thaiba,1369,20,28500000,4,5,2074,3-,South,https://www.gharghaderi.com/house/1805-House-on-Sell-Lalitpur-Thaiba./
House for sale in Bhaisepati lalitpur | 9851246456,Lalitpur,Lalitpur,Bhaisepati,1540.12,13,28500000,6,4,2075,3-,East,https://www.gharghaderi.com/house/862-House-for-sale-in-Bhaisepati-lalitpur/
Brand new house for sale in Hattiban Lalitpur | 9841942030,Lalitpur,Harisiddhi,Hattiban,1403.225,13,28700000,6,5,2076,3+,South,https://www.gharghaderi.com/house/1622-Brand-new-house-for-sale-in-Hattiban-Lalitpur/
New modern House sell in Lubhu | 9851193150,Lalitpur,Mahalaxmi,Lubhu,1750,20,29000000,5,4,2076,3+,South,https://www.gharghaderi.com/house/1825-New-modern-House-sell-in-Lubhu/
House for sale hattiban lalipur | 9765345855,Lalitpur,Harisiddhi,Hattiban,1882.375,12,29000000,4,4,2076,3+,North,https://www.gharghaderi.com/house/3441-House-for-sale-hattiban-lalipur/
SBA PRESENTS YOU THE LUXURIOUS KARYABINAYAK HOMES | 9847369375,Lalitpur,Lalitpur,Bhaisepati,1369,20,29500000,4,4,2076,3-,East,https://www.gharghaderi.com/house/1846-SBA-PRESENTS-YOU-THE-LUXURIOUS-KARYABINAYAK-HOMES/
Attractive house on sale at Sanepa Lalitpur | 9851081301,Lalitpur,Lalitpur,Sanepa,1540.12,12,30000000,6,5,,3-,East,https://www.gharghaderi.com/house/966-Attractive-house-on-sale-at-Sanepa-Lalitpur/
Bungalow for sale in Chapagaun Lalitpur | 9805394429,Lalitpur,Godawari,Chapagaun,1711.25,14,30000000,5,3,2075,3-,South west,https://www.gharghaderi.com/house/640-Bungalow-for-sale-in-Chapagaun-Lalitpur/
Hattiban Setipakha height ko Ghar Bikima | 9851133118,Lalitpur,Mahalaxmi,Setipakha,1369,,31000000,1,1,2076,3-,East,https://www.gharghaderi.com/house/2438-Hattiban-Setipakha-height-ko-Ghar-Bikima/
Brand New House For Sale Bhaisepati | 9801299092,Lalitpur,Lalitpur,Bhaisepati,1369,18,31000000,4,5,2076,3-,South east,https://www.gharghaderi.com/house/1487-Brand-New-House-For-Sale-Bhaisepati/
New House on Sale in Imadol | 9864260884,Lalitpur,Mahalaxmi,Nayabasti,1283.43,20,32000000,5,4,2076,3-,West,https://www.gharghaderi.com/house/3293-New-House-on-Sale-in-Imadol/
new house on sale at Lalitpur | 977985114,Lalitpur,Mahalaxmi,Imadol,1369,13,32500000,5,4,2073,3-,North,https://www.gharghaderi.com/house/2631-new-house-on-sale-at-Lalitpur/
New House for Sale in S AANAgaun | 9864260884 sold,Lalitpur,Mahalaxmi,S AANAgaun,1369,13,32500000,5,4,2076,3-,East,https://www.gharghaderi.com/house/2624-New-House-for-Sale-in-S AANAgaun/
House in sale at chokhel Sunakothi | 9813756888,Lalitpur,Sunakothi,Chokhel,1711.25,12,33500000,8,4,2075,3-,East,https://www.gharghaderi.com/house/2521-House-in-sale-at-chokhel-Sunakothi/
For sale | 9813756888,Lalitpur,Sunakothi,Chokhel Sunakothi,1711.25,12,33500000,8,4,2075,3-,East,https://www.gharghaderi.com/house/2517-For-sale/
New House on Sale in Rajkulo Imadol | 9864260884,Lalitpur,Mahalaxmi,Imadol,1197.875,13,34000000,6,4,2076,3-,East,https://www.gharghaderi.com/house/3332-New-House-on-Sale-in-Rajkulo-Imadol/
"House For Sell At Pulchowk, Lalitpur | 9840504300",Lalitpur,Lalitpur,Pulchowk,620.32,22,35000000,4,5,2076,3-,East,https://www.gharghaderi.com/house/1212-House-For-Sell-At-Pulchowk-Lalitpur/
"Urgent House on Sale at Taukhel, Godawari, Lalitpur | 9851073684",Lalitpur,lalitpur,"Taukhel, Godawari, Lalitpur",1369,,35000000,5,4,2074,3-,West,https://www.gharghaderi.com/house/1950-Urgent-House-on-Sale-at-Taukhel-Godawari-Lalitpur/
VIP New house for sale in Bhaisepati 18 Lalitpur | sold,Lalitpur,Lalitpur,Bhaisepati,1540.12,20,35000000,5,4,2075,3-,South east,https://www.gharghaderi.com/house/683-VIP-New-house-for-sale-in-Bhaisepati-18-Lalitpur/
Brand new house on sell dhapakhel | 9844295407,Lalitpur,Lalitpur Metro,Dhapakhel,1796.81,13,35000000,12,7,2075,3-,East,https://www.gharghaderi.com/house/3398-Brand-new-house-on-sell-dhapakhel/
"House for sale in united colony, changathali, lalitpur | 9849951180",Lalitpur,Mahalaxmi,United colony,1882.375,13,35000000,5,4,2076,3-,West,https://www.gharghaderi.com/house/1701-House-for-sale-in-united-colony-changathali-lalitpur/
"House for sale in changathali, lalitpur | 9849951180",Lalitpur,Mahalaxmi,"United colony, changathali",1882.375,13,35000000,5,4,2076,3-,South east,https://www.gharghaderi.com/house/1686-House-for-sale-in-changathali-lalitpur/
"House for sale in Nakhu, Lalitpur near medicity | 9841037317",Lalitpur,Lalitpur,"Nakhkhu, nakhu",1454.5625,13,36000000,4,5,2076,3+,South west,https://www.gharghaderi.com/house/3384-House-for-sale-in-Nakhu-Lalitpur-near-medicity/
Residential Bungalow for sale in Imadol | 9851065283,Lalitpur,Mahalaxmi,Imadol,2395.75,20,36000000,5,2,2066,3-,North east,https://www.gharghaderi.com/house/2617-Residential-Bungalow-for-sale-in-Imadol/
"3BHK Fully-Furnished Home For Sale At Khumaltar, Lalitpur | 9802601212",Lalitpur,Lalitpur,Khumaltar,1219.26,13,36500000,3,4,2073,3-,East,https://www.gharghaderi.com/house/2482-3BHK-Fully-Furnished-Home-For-Sale-At-Khumaltar-Lalitpur/
Duplex system house on sale at bhaisepati | 9861828129 sold,Lalitpur,Lalitpur,Bhaisepati,1711.25,16,37000000,4,4,2076,3-,East,https://www.gharghaderi.com/house/2049-Duplex-system-house-on-sale-at-bhaisepati/
Modern house for sale in Kusunti Lalitpur | 9851169909,Lalitpur,Lalitpur,Kusunti,1925.15,,37000000,4,4,2076,3-,East,https://www.gharghaderi.com/house/1549-Modern-house-for-sale-in-Kusunti-Lalitpur/
Beautiful House On Sale At Bhaisepati Near By Medicity Hospital | 9810419705,Lalitpur,Lalitpur,Bhaisepati,1060.975,16,38500000,4,4,2076,3-,East,https://www.gharghaderi.com/house/1518-Beautiful-House-On-Sale-At-Bhaisepati-Near-By-Medicity-Hospital/
House on sale at khumaltar | 9861828129,Lalitpur,Lalitpur,Khumaltar,1437.45,16,39000000,4,4,2076,3-,East,https://www.gharghaderi.com/house/2033-House-on-sale-at-khumaltar/
Bungalow style house for sale in Kusunti Lalitpur | 9808766985,Lalitpur,Lalitpur,Kusunti,1925.15,13,39500000,4,4,,3+,,https://www.gharghaderi.com/house/722-Bungalow-style-house-for-sale-in-Kusunti-Lalitpur/
"a big beautiful bungalow with plenty of space, garden and landscaping. | 9849358366",Lalitpur,Harisiddhi,Harisiddhi,2738,12,40000000,8,5,2067,3-,East,https://www.gharghaderi.com/house/1664-a-big-beautiful-bungalow-with-plenty-of-space-garden-and-landscaping./
House For Sale in Balkumari | 9860435400,Lalitpur,Lalitpur,Balkumari,,20,40000000,5,4,2067,3+,South,https://www.gharghaderi.com/house/1014-House-For-Sale-in-Balkumari/
"Fully Furnished House for sale in Jhamsikhel, Sanepa | 9849204406",Lalitpur,Lalitpur,"Sanep, Jhamsikhel",1026.75,10,41000000,6,5,2069,3-,South east,https://www.gharghaderi.com/house/2751-Fully-Furnished-House-for-sale-in-Jhamsikhel-Sanepa/
Lalitpur-23 Dhapakhel Dhapaheight House sell | 9803898520,Lalitpur,Lalitpur,"Lalitpur Dhapakhel-23,Dhapaheight",3800,16,41500000,6,6,2074,3-,West,https://www.gharghaderi.com/house/3298-Lalitpur-23-Dhapakhel-Dhapaheight-House-sell/
House for sale in Downtown Residency Lalitpur | 9851146066 sold,Lalitpur,Mahalaxmi,Imadol,1262.04,20,42500000,4,4,2076,3-,South east,https://www.gharghaderi.com/house/3012-House-for-sale-in-Downtown-Residency-Lalitpur/
Brand New House On Sale | 9823021777,Lalitpur,Lalitpur,Bhaisepati,1711.25,13,44000000,1,1,2076,3-,South east,https://www.gharghaderi.com/house/2098-Brand-New-House-On-Sale/
House on Sale | 9843052118,Lalitpur,Lalitpur,Kusunti-13,1000,,45000000,6,5,2076,3-,West,https://www.gharghaderi.com/house/3517-House-on-Sale/
2.5 storey house for sale at Dhapakhel 15 Lalitpur. | 9817105701,Lalitpur,Lalitpur,Dhapakhel,3251.37,30,46000000,5,3,2076,3-,East,https://www.gharghaderi.com/house/932-2.5-storey-house-for-sale-at-Dhapakhel-15-Lalitpur./
"New House for sale in Hattiban Housing complex, constructed by CE construction | 9851064259",Lalitpur,Lalitpur,Hattiban,1200,20,50000000,4,3,2076,3-,North,https://www.gharghaderi.com/house/2738-New-House-for-sale-in-Hattiban-Housing-complex-constructed-by-CE-construction/
5 bedroom duplex house in Bhaisepati | 9841217428,Lalitpur,Lalitpur,Bhaisepati,3422.5,16,50000000,5,3,2068,3-,East,https://www.gharghaderi.com/house/1898-5-bedroom-duplex-house-in-Bhaisepati/
House For Sale | 9841821726,Lalitpur,Mahalaxmi,Lubhu,2053.5,16,55000000,7,5,2075,3+,North east,https://www.gharghaderi.com/house/2232-House-For-Sale/
House for sale Nakhipot | 9801097733,Lalitpur,Lalitpur,Nakhipot line,1500,20,57500000,5,6,2073,3-,East,https://www.gharghaderi.com/house/2773-House-for-sale-Nakhipot/
House on Sale | 9861049560,Lalitpur,Mahalaxmi,Gwarko,2909.125,10,60000000,12,6,2071,3-,East,https://www.gharghaderi.com/house/2699-House-on-Sale/
New Japanese Style House For Business  Residential Purposes | 8180967427,Lalitpur,Lalitpur,Khumaltar,2053.5,20,65000000,5,4,2074,3-,East,https://www.gharghaderi.com/house/955-New-Japanese-Style-House-For-Business--Residential-Purposes/
House for sale in sanepa area | 9823254017,Lalitpur,Lalitpur,sanepa sanchal,3080.25,20,75000000,5,2,2076,3-,South,https://www.gharghaderi.com/house/2395-House-for-sale-in-sanepa-area/
Lavish Bungalow for sale at Dhobighat Lalitpur | 9851155216,Lalitpur,Lalitpur,Dhobighat,6845,16,110000000,4,2,2004,3+,south east,https://www.gharghaderi.com/house/757-Lavish-Bungalow-for-sale-at-Dhobighat-Lalitpur/
Commercial Building Sale at Kupondol near hanumathan mandir | 9851039363,Lalitpur,Lalitpur,Kupondol near Hanumanthan mandir,1711.25,20,140000000,5,10,2070,3+,East,https://www.gharghaderi.com/house/2681-Commercial-Building-Sale-at-Kupondol-near-hanumathan-mandir/
Brand new house on sale at Kusunti | 9851155216 sold,Lalitpur,Mahalaxmi,Kusunti,1625.68,20,310000000,4,4,2076,3-,South,https://www.gharghaderi.com/house/1780-Brand-new-house-on-sale-at-Kusunti/
